"","county","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black"
"358","Union","Gin",20810,1899,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"359","Union","Vodka",165844,17279,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"360","Union","Distilled Spirits",5221,241,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"361","Union","Amaretto",7771,826,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"362","Union","Schnapps",40514,3355,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"363","Scott","Misc",1787323,100069,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"364","Scott","Whisky",5934418,322709,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"365","Scott","Gin",673412,48838,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"366","Scott","Vodka",4988165,409536,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"367","Scott","Rum",2260380,162336,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"368","Scott","Brandy",1030088,46655,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"369","Scott","Tequila",1549269,85234,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"370","Scott","Schnapps",913441,63073,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"371","Scott","Amaretto",80034,7766,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"372","Scott","Distilled Spirits",86921,6882,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,0.190408845461558,85.9002080460039,7.74562285233409
"373","Emmet","Misc",49332,2989,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"374","Emmet","Whisky",230789,17030,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"375","Emmet","Brandy",11895,862,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"376","Emmet","Rum",121294,8930,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"377","Emmet","Vodka",126833,14070,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"378","Emmet","Tequila",28145,1495,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"379","Emmet","Distilled Spirits",3965,178,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"380","Emmet","Gin",8226,816,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"381","Emmet","Amaretto",2224,255,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"382","Emmet","Schnapps",26548,2053,89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,2.72576374745418,96.1608961303462,1.43584521384929
"383","Henry","Misc",99507,5203,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"384","Henry","Tequila",47377,3100,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"385","Henry","Whisky",391370,24298,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"386","Henry","Vodka",232506,21220,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"387","Henry","Brandy",39222,2340,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"388","Henry","Schnapps",52435,3928,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"389","Henry","Rum",132003,9054,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"390","Henry","Distilled Spirits",8180,354,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"391","Henry","Gin",24161,2116,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"392","Henry","Amaretto",2498,293,92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,1.49912241111278,91.8960934757535,2.10119853568026
"393","Monroe","Misc",27582,1661,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"394","Monroe","Rum",43068,2887,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"395","Monroe","Whisky",131199,8999,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"396","Monroe","Gin",4323,372,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"397","Monroe","Vodka",54127,5225,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"398","Monroe","Brandy",6230,456,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"399","Monroe","Tequila",11245,736,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"400","Monroe","Amaretto",1542,176,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"401","Monroe","Schnapps",14613,1092,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"402","Monroe","Distilled Spirits",1882,92,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,3.99158714213963,97.3003515821195,0.0753390256152687
"403","Clay","Misc",124741,7817,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"404","Clay","Tequila",57827,3823,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"405","Clay","Vodka",306858,31782,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"406","Clay","Whisky",603838,45611,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"407","Clay","Brandy",35834,2909,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"408","Clay","Rum",214640,16640,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"409","Clay","Amaretto",6765,719,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"410","Clay","Schnapps",52938,3971,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"411","Clay","Distilled Spirits",16864,1687,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"412","Clay","Gin",36657,2963,93.2,20.9,3.3,30109,16478,15770,73,8,30,13,209,375,1.82722417769147,95.7033620585023,0.443014928996237
"413","Marion","Misc",171639,10146,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"414","Marion","Whisky",703511,43319,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"415","Marion","Brandy",35541,2502,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"416","Marion","Rum",300248,21691,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"417","Marion","Vodka",399686,36324,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"418","Marion","Schnapps",80811,5933,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"419","Marion","Tequila",109850,7233,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"420","Marion","Distilled Spirits",18040,1103,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"421","Marion","Gin",40409,3339,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"422","Marion","Amaretto",9864,1063,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,0.931288971895051,95.9393921137452,0.632587281983312
"423","Muscatine","Misc",286559,17109,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"424","Muscatine","Whisky",982208,59121,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"425","Muscatine","Brandy",73492,4772,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"426","Muscatine","Rum",455558,32482,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"427","Muscatine","Vodka",647330,61848,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"428","Muscatine","Schnapps",142243,10822,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"429","Muscatine","Tequila",185165,10835,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"430","Muscatine","Distilled Spirits",16352,792,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"431","Muscatine","Gin",67137,5514,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"432","Muscatine","Amaretto",11605,1196,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,0.725302102493655,91.3944445737968,1.73461547416704
"433","Floyd","Misc",96878,5530,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"434","Floyd","Vodka",213086,21397,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"435","Floyd","Tequila",52311,3243,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"436","Floyd","Whisky",403486,28639,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"437","Floyd","Brandy",58143,3072,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"438","Floyd","Rum",159656,11126,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"439","Floyd","Amaretto",5709,687,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"440","Floyd","Distilled Spirits",4856,218,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"441","Floyd","Gin",18606,1605,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"442","Floyd","Schnapps",78121,6109,89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,1.71388402899275,94.7450637340665,1.69957510622344
"443","Poweshiek","Misc",106197,5916,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"444","Poweshiek","Whisky",547662,34216,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"445","Poweshiek","Gin",34843,2742,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"446","Poweshiek","Vodka",269660,25468,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"447","Poweshiek","Rum",182193,12971,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"448","Poweshiek","Brandy",32554,2520,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"449","Poweshiek","Tequila",64016,4019,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"450","Poweshiek","Amaretto",5463,551,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"451","Poweshiek","Schnapps",63570,4699,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"452","Poweshiek","Distilled Spirits",5441,279,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,1.30265277628611,94.6837074428096,1.7882074965095
"453","Washington","Rum",202795,14238,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"454","Washington","Whisky",597736,36989,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"455","Washington","Gin",35693,2543,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"456","Washington","Vodka",278362,23263,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"457","Washington","Misc",132244,6995,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"458","Washington","Brandy",32468,2012,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"459","Washington","Tequila",67540,3620,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"460","Washington","Amaretto",5042,514,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"461","Washington","Schnapps",68343,5320,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"462","Washington","Distilled Spirits",7768,701,90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,1.40592358127967,96.4594166855076,0.881754465295049
"463","Kossuth","Misc",138565,7885,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"464","Kossuth","Whisky",660384,47978,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"465","Kossuth","Vodka",258291,23897,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"466","Kossuth","Brandy",33421,2782,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"467","Kossuth","Rum",262215,18554,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"468","Kossuth","Tequila",60968,3940,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"469","Kossuth","Distilled Spirits",9157,698,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"470","Kossuth","Gin",22472,1766,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"471","Kossuth","Amaretto",6632,761,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"472","Kossuth","Schnapps",86413,6490,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,2.02239590174701,97.3203730461053,0.453172205438067
"473","Cass","Tequila",56317,3838,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"474","Cass","Misc",107457,5889,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"475","Cass","Whisky",493445,33527,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"476","Cass","Rum",145327,10701,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"477","Cass","Vodka",201690,20094,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"478","Cass","Distilled Spirits",7075,332,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"479","Cass","Gin",22606,2026,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"480","Cass","Brandy",16734,1384,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"481","Cass","Amaretto",2959,298,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"482","Cass","Schnapps",39139,3132,90.3,19.8,3.3,27884,13433,13117,35,50,71,23,18,119,2.07578351820144,97.6475843073029,0.260552371026576
"483","Carroll","Misc",163327,9255,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"484","Carroll","Whisky",951051,67419,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"485","Carroll","Brandy",29430,2192,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"486","Carroll","Rum",472691,33192,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"487","Carroll","Vodka",379040,33719,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"488","Carroll","Tequila",78219,4717,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"489","Carroll","Distilled Spirits",28018,3323,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"490","Carroll","Gin",30384,2434,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"491","Carroll","Amaretto",10059,1261,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"492","Carroll","Schnapps",84580,6250,92.9,21.4,2.6,31332,20555,19969,292,14,16,0,70,194,1.52430065677451,97.1491121381659,1.4205789345658
"493","Woodbury","Misc",870036,48810,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"494","Woodbury","Amaretto",37065,3158,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"495","Woodbury","Whisky",3186676,195163,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"496","Woodbury","Rum",1295409,90890,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"497","Woodbury","Tequila",721903,39378,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"498","Woodbury","Vodka",1864576,156863,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"499","Woodbury","Distilled Spirits",40457,3296,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"500","Woodbury","Gin",208565,15069,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"501","Woodbury","Brandy",396379,20792,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"502","Woodbury","Schnapps",526066,34206,85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,0.265938335969383,86.1997930213032,3.07441469939273
"503","Crawford","Misc",92697,5367,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"504","Crawford","Tequila",76357,3865,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"505","Crawford","Whisky",511187,36844,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"506","Crawford","Brandy",30894,1968,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"507","Crawford","Vodka",193570,18613,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"508","Crawford","Rum",210218,14900,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"509","Crawford","Schnapps",70670,5334,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"510","Crawford","Distilled Spirits",11072,1272,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"511","Crawford","Gin",18770,1631,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"512","Crawford","Amaretto",5271,548,78.5,11.7,5.7,28789,17147,15849,286,202,50,29,440,291,1.67895258645827,92.4301627106783,1.66793025018954
"513","Cherokee","Misc",60994,4073,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"514","Cherokee","Tequila",27513,1540,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"515","Cherokee","Whisky",312013,23201,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"516","Cherokee","Brandy",20122,1600,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"517","Cherokee","Rum",106449,7368,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"518","Cherokee","Distilled Spirits",7574,800,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"519","Cherokee","Gin",18085,1522,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"520","Cherokee","Vodka",119897,12057,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"521","Cherokee","Amaretto",1932,244,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"522","Cherokee","Schnapps",37613,2697,90.6,19.2,3.2,30507,11752,11431,83,56,49,0,15,118,2.59589857045609,97.2685500340368,0.706262763784888
"523","Mahaska","Misc",104862,6317,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"524","Mahaska","Vodka",267717,25629,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"525","Mahaska","Whisky",460294,28193,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"526","Mahaska","Distilled Spirits",14123,1276,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"527","Mahaska","Gin",24086,1991,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"528","Mahaska","Rum",165343,11938,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"529","Mahaska","Brandy",36103,2507,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"530","Mahaska","Tequila",59604,3956,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"531","Mahaska","Amaretto",7400,785,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"532","Mahaska","Schnapps",60290,4733,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,1.36333094427522,95.6862569432001,1.49614764379144
"533","Jefferson","Gin",21218,1556,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"534","Jefferson","Misc",71499,4118,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"535","Jefferson","Whisky",307302,17641,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"536","Jefferson","Rum",125181,9091,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"537","Jefferson","Brandy",17039,1102,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
"538","Jefferson","Vodka",178949,16470,94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,1.42271543426566,84.0165326690069,5.72415354999434
