"","county","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black"
"176","Pottawattamie","Vodka",1952363,174938,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,0.339674671130282,94.322839545913,1.45067490718685
"177","Pottawattamie","Rum",1333010,94084,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,0.339674671130282,94.322839545913,1.45067490718685
"178","Pottawattamie","Brandy",211829,12081,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,0.339674671130282,94.322839545913,1.45067490718685
"179","Pottawattamie","Tequila",680931,36452,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,0.339674671130282,94.322839545913,1.45067490718685
"180","Pottawattamie","Schnapps",489324,32581,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,0.339674671130282,94.322839545913,1.45067490718685
"181","Pottawattamie","Amaretto",48313,4665,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,0.339674671130282,94.322839545913,1.45067490718685
"182","Warren","Misc",203044,12041,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"183","Warren","Vodka",524316,49683,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"184","Warren","Whisky",759226,48395,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"185","Warren","Rum",325306,23426,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"186","Warren","Brandy",25214,1933,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"187","Warren","Tequila",102435,7707,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"188","Warren","Distilled Spirits",12858,583,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"189","Warren","Gin",49678,4141,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"190","Warren","Amaretto",5518,668,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"191","Warren","Schnapps",64437,4501,95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,0.758625700643554,96.7801536225867,0.400664313888312
"192","Guthrie","Brandy",8664,736,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"193","Guthrie","Whisky",197077,14063,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"194","Guthrie","Gin",9886,901,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"195","Guthrie","Vodka",107500,10216,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"196","Guthrie","Misc",32032,2010,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"197","Guthrie","Rum",56550,3986,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"198","Guthrie","Tequila",20739,1501,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"199","Guthrie","Amaretto",823,77,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"200","Guthrie","Schnapps",13402,1173,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"201","Guthrie","Distilled Spirits",3478,157,92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,2.91413338321953,97.4464502852867,0.243195210925077
"202","Franklin","Misc",43158,2453,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"203","Franklin","Whisky",198406,15103,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"204","Franklin","Brandy",16182,1397,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"205","Franklin","Rum",66916,5072,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"206","Franklin","Vodka",88030,9470,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"207","Franklin","Tequila",35667,1747,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"208","Franklin","Gin",7585,672,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"209","Franklin","Amaretto",1595,206,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"210","Franklin","Schnapps",25253,2069,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"211","Franklin","Distilled Spirits",2286,128,88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,2.91436543827576,92.2832675839507,1.33743866063697
"212","Palo Alto","Misc",54142,3006,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"213","Palo Alto","Vodka",117092,12162,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"214","Palo Alto","Whisky",346161,27823,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"215","Palo Alto","Rum",120740,8641,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"216","Palo Alto","Schnapps",37374,2996,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"217","Palo Alto","Tequila",22718,1342,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"218","Palo Alto","Distilled Spirits",3919,323,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"219","Palo Alto","Gin",11088,939,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"220","Palo Alto","Brandy",18435,1617,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"221","Palo Alto","Amaretto",2996,418,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,3.20611687602403,96.4827962861824,1.81321682140907
"222","Jones","Vodka",235494,25652,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"223","Jones","Misc",97127,6125,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"224","Jones","Whisky",422302,32952,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"225","Jones","Gin",13987,1212,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"226","Jones","Rum",179294,12795,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"227","Jones","Brandy",22259,1882,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"228","Jones","Tequila",39266,2823,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"229","Jones","Amaretto",3222,401,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"230","Jones","Schnapps",67893,5641,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"231","Jones","Distilled Spirits",4413,270,92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,1.53254235633026,95.5910355939651,2.10438943410966
"232","Fayette","Distilled Spirits",3499,166,89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,1.28919621401599,95.615712814477,1.32411357952038
"233","Story","Misc",701637,41109,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"234","Story","Tequila",423175,26727,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"235","Story","Vodka",1957133,170121,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"236","Story","Whisky",2954904,173036,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"237","Story","Rum",1232907,93260,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"238","Story","Brandy",204617,10873,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"239","Story","Schnapps",258827,18716,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"240","Story","Distilled Spirits",72822,7539,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"241","Story","Gin",264935,19869,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"242","Story","Amaretto",34069,3339,96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,0.199917751017568,87.5635320665584,2.25235674968893
"243","Boone","Misc",110392,6595,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"244","Boone","Tequila",52539,3498,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"245","Boone","Whisky",586592,40583,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"246","Boone","Vodka",291581,28754,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"247","Boone","Brandy",30032,2335,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"248","Boone","Rum",193903,13826,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"249","Boone","Distilled Spirits",8443,524,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"250","Boone","Gin",32274,2692,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"251","Boone","Amaretto",5443,482,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"252","Boone","Schnapps",61374,4607,94.4,22.4,4.3,31885,26411,25618,324,60,36,11,44,318,1.20726212562947,96.9974631782212,1.2267615766158
"253","Des Moines","Misc",271480,15114,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"254","Des Moines","Tequila",174684,9720,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"255","Des Moines","Whisky",1089954,64929,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"256","Des Moines","Rum",423190,29840,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"257","Des Moines","Vodka",904903,77026,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"258","Des Moines","Brandy",262735,11035,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"259","Des Moines","Distilled Spirits",27809,2128,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"260","Des Moines","Gin",85675,6991,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"261","Des Moines","Amaretto",11897,1144,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"262","Des Moines","Schnapps",159576,12630,92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,0.662611557062372,90.8560602283492,5.58159246148477
"263","Linn","Misc",2266978,148465,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"264","Linn","Vodka",5817847,503429,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"265","Linn","Whisky",7245814,425202,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"266","Linn","Rum",2980222,214655,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"267","Linn","Schnapps",1145099,81166,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"268","Linn","Tequila",1519643,87932,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"269","Linn","Distilled Spirits",353111,42013,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"270","Linn","Gin",655811,47472,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"271","Linn","Brandy",1144477,52820,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"272","Linn","Amaretto",82743,7326,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,0.159935068508227,89.5334653973844,4.66534602615602
"273","Jasper","Misc",149406,8923,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"274","Jasper","Whisky",663642,44416,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"275","Jasper","Brandy",50335,2949,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"276","Jasper","Rum",253878,19340,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"277","Jasper","Tequila",97579,6677,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"278","Jasper","Distilled Spirits",22410,1417,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"279","Jasper","Gin",33405,2898,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"280","Jasper","Vodka",390391,39259,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"281","Jasper","Amaretto",8886,1139,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"282","Jasper","Schnapps",59396,4886,92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,0.840010894729674,95.8028053928912,1.49802533024649
"283","Montgomery","Gin",15922,1366,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"284","Montgomery","Misc",58760,3448,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"285","Montgomery","Whisky",261110,17185,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"286","Montgomery","Rum",68305,4989,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"287","Montgomery","Vodka",111596,11295,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"288","Montgomery","Tequila",28010,1693,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"289","Montgomery","Schnapps",26506,2391,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"290","Montgomery","Distilled Spirits",5795,293,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"291","Montgomery","Brandy",12463,1081,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"292","Montgomery","Amaretto",1459,144,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,2.57707129094412,95.5009633911368,0
"293","Appanoose","Misc",70681,3909,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"294","Appanoose","Amaretto",5257,506,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"295","Appanoose","Whisky",314443,19653,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"296","Appanoose","Vodka",160579,15761,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"297","Appanoose","Rum",105160,7627,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"298","Appanoose","Brandy",11199,880,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"299","Appanoose","Schnapps",45465,3757,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"300","Appanoose","Tequila",36133,2679,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"301","Appanoose","Distilled Spirits",3942,186,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"302","Appanoose","Gin",13018,1124,89.9,18.1,6.6,27485,12602,12289,61,6,62,0,2,182,2.18100301539438,97.5162672591652,0.484050150769719
"303","Hardin","Misc",97965,5777,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"304","Hardin","Whisky",536201,36671,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"305","Hardin","Rum",192917,13619,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"306","Hardin","Brandy",22558,1657,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"307","Hardin","Vodka",265031,27389,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"308","Hardin","Schnapps",52218,3899,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"309","Hardin","Tequila",54986,3693,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"310","Hardin","Distilled Spirits",8732,730,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"311","Hardin","Gin",28837,2382,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"312","Hardin","Amaretto",6227,675,91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,1.74428538443777,95.907411683214,1.2410528746248
"313","Wapello","Misc",213075,12056,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"314","Wapello","Whisky",908443,55017,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"315","Wapello","Tequila",158762,9115,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"316","Wapello","Rum",353065,24246,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"317","Wapello","Brandy",68125,3971,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"318","Wapello","Vodka",475947,45393,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"319","Wapello","Schnapps",157598,11677,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"320","Wapello","Distilled Spirits",21825,1952,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"321","Wapello","Gin",48920,3910,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"322","Wapello","Amaretto",8506,807,86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,0.775154645025821,90.8092616764088,2.35798195335112
"323","Marshall","Vodka",602284,56237,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"324","Marshall","Misc",256019,15562,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"325","Marshall","Amaretto",9629,994,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"326","Marshall","Whisky",1088565,67636,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"327","Marshall","Brandy",138997,6902,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"328","Marshall","Rum",353266,25722,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"329","Marshall","Schnapps",110742,8819,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"330","Marshall","Tequila",194806,9185,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"331","Marshall","Distilled Spirits",21266,1977,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"332","Marshall","Gin",75245,6072,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,0.737326623296919,83.4859457469007,1.25444949061004
"333","Clarke","Misc",44744,2710,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"334","Clarke","Whisky",242221,15896,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"335","Clarke","Brandy",11978,839,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"336","Clarke","Rum",81336,5767,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"337","Clarke","Vodka",111193,10985,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"338","Clarke","Tequila",35429,2364,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"339","Clarke","Distilled Spirits",4041,188,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"340","Clarke","Gin",11361,1032,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"341","Clarke","Amaretto",2515,232,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"342","Clarke","Schnapps",21248,1827,90.7,15.4,4.6,30181,9273,8757,27,0,78,0,228,183,3.25471799849024,94.4354577806535,0.29116790682627
"343","Lucas","Vodka",75040,6887,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"344","Lucas","Misc",36050,2168,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"345","Lucas","Whisky",160687,10395,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"346","Lucas","Brandy",7262,583,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"347","Lucas","Rum",48343,3524,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"348","Lucas","Tequila",13575,898,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"349","Lucas","Distilled Spirits",3021,136,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"350","Lucas","Gin",6138,521,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"351","Lucas","Amaretto",1303,99,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"352","Lucas","Schnapps",18500,1473,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,3.3416091954023,97.6781609195402,0.126436781609195
"353","Union","Misc",83783,4797,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"354","Union","Whisky",418168,27005,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"355","Union","Rum",119065,8590,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"356","Union","Brandy",16961,1459,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
"357","Union","Tequila",40951,2823,91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,2.18693675731717,97.3602360634819,0.988914586490151
