"","zipcode","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black","total.sale","total.volume","price"
"177","51040",91,15.9,5.1,25570,3531,3339,46,110,0,0,0,36,7.2415746247522,94.5624468988955,1.30274709713962,286070,21294,13.434300741993
"178","50514",90.6,12.6,3.8,30096,1427,1417,0,0,0,0,0,10,21.0903994393833,99.2992291520673,0,46065,3835,12.0117340286832
"179","52748",95.2,31.3,6.8,31287,10235,9904,170,0,0,0,0,161,3.05686370297997,96.7659990229604,1.6609672691744,424970,32408,13.1131202172303
"180","52040",91,22.3,1.6,31644,5749,5734,3,0,0,0,0,12,5.50426161071491,99.739085058271,0.0521829883457993,442772,38945,11.3691616382077
"181","52591",92.3,23,4.5,34583,3149,3028,1,7,34,7,29,43,10.982216576691,96.1575103207367,0.0317561130517625,116870,10184,11.475844461901
"182","51455",93,21.8,6.1,27875,2217,2183,2,0,16,0,0,16,12.5732972485341,98.4663960306721,0.09021199819576,96680,6956,13.8987924094307
"183","51108",83.5,19.9,1.6,31556,5931,5259,20,45,195,0,193,219,5.3205193053448,88.6697015680324,0.337211262856179,706569,53103,13.3056324501441
"184","52803",92.2,31.6,4.8,27448,22676,17778,3069,110,514,4,336,865,1.210442758864,78.4000705591815,13.5341330040572,816777,48075,16.9896411856474
"185","50851",86.8,10.9,3.9,30554,1987,1838,0,11,18,0,120,0,15.3769501761449,92.501258178158,0,45255,3594,12.5918196994992
"186","51023",84,19.5,6.2,28759,3157,2749,3,0,0,0,377,28,9.10959771935382,87.0763382958505,0.095026924295217,124931,10021,12.4669194691149
"187","50659",89.5,16.8,2.4,32493,5399,5286,57,7,31,0,12,6,6.01833672902389,97.9070198184849,1.05575106501204,211195,19315,10.9342479937872
"188","52401",87.5,18.3,6.7,20964,2122,1459,351,0,41,0,12,259,9.87935909519321,68.75589066918,16.5409990574929,2221927,119925,18.5276381071503
"189","52052",91.7,14.5,4.2,26695,3099,2996,6,3,23,0,0,71,8.61406905453372,96.676347208777,0.193610842207164,243653,18045,13.5025214740925
"190","50574",95.3,16.4,5.5,30556,2033,1985,38,0,0,0,0,10,15.0300049188392,97.6389572060994,1.86915887850467,176254,15962,11.0420999874702
"191","50644",92.4,21.5,2.1,31222,8828,8645,50,18,84,0,24,7,3.53670140462166,97.9270502945174,0.566379700951518,776095,58763,13.2072052141654
"192","52076",93.7,16.1,4,31895,2331,2327,2,0,0,0,0,2,13.6829686829687,99.8283998283998,0.0858000858000858,62209,5295,11.7486307837583
"193","50651",94.1,20.4,1.5,34924,3626,3603,0,5,9,0,0,9,9.6315499172642,99.3656922228351,0,123256,9327,13.2149672992388
"194","51103",75.1,8.9,9.2,25495,17688,13195,962,698,800,91,1249,693,1.44137268204432,74.5985979194934,5.43871551334238,1935660,111149,17.4150014844938
"195","52338",97.8,39.2,2.5,49082,3435,3243,0,4,153,0,0,35,14.2887918486172,94.410480349345,0,226650,9328,24.2978130360206
"196","50156",94.1,24.7,2.6,39421,4268,4216,0,7,0,0,8,37,9.23641049671978,98.7816307403936,0,78900,6355,12.4154209284028
"197","51230",96.5,5.3,1.4,26071,468,445,0,1,2,2,8,10,55.707264957265,95.0854700854701,0,153,13,11.7692307692308
"198","50517",97,16.8,2,28906,983,943,24,0,0,0,8,8,29.4059003051882,95.9308240081383,2.44150559511699,302605,20112,15.045992442323
"199","50569",84.2,9.4,9.7,26213,662,656,0,0,0,0,3,3,39.5966767371601,99.0936555891239,0,15996,1297,12.3330763299923
"200","51053",89,22.5,2.8,28705,1094,1039,0,0,0,4,40,11,26.2385740402194,94.9725776965265,0,8658,840,10.3071428571429
"201","50563",94.8,15,6.1,30288,2546,2453,7,4,2,0,12,68,11.8963079340141,96.3472113118617,0.274941084053417,132118,10538,12.5372936040994
"202","50163",96.9,17.5,5.5,32917,723,717,0,0,0,0,0,6,45.5283540802213,99.1701244813278,0,126549,8337,15.1792011514933
"203","52327",95.9,24,1.3,42767,3221,3179,3,0,24,0,0,15,13.2775535547966,98.6960571251164,0.0931387767773983,205329,12180,16.857881773399
"204","52361",91.5,21.8,1.1,30566,4478,4402,25,1,1,0,0,49,6.82581509602501,98.3028137561411,0.558284948637785,248882,19677,12.648371194796
"205","52317",96.8,48.9,0.6,41579,18435,16593,1070,0,433,0,63,276,2.25543802549498,90.0081366965012,5.80417683753729,1103682,71508,15.4343849639201
"206","52166",83.3,18.8,17.5,25313,125,125,0,0,0,0,0,0,202.504,100,0,63056,4402,14.3243980009087
"207","51034",87.5,19.3,4.2,27692,1852,1852,0,0,0,0,0,0,14.9524838012959,100,0,229663,16756,13.7063141561232
"208","52342",86.6,14.2,5.3,30963,3342,3215,26,22,11,6,31,31,9.26481149012567,96.1998803111909,0.777977259126272,454974,34774,13.0837407258296
"209","50201",94.5,27.8,4.1,36109,8432,8178,49,0,49,0,6,150,4.28237666034156,96.9876660341556,0.58111954459203,407842,32621,12.5024370804083
"210","52211",93.2,18.4,4.4,31851,2382,2364,0,0,0,0,0,18,13.3715365239295,99.2443324937028,0,112066,8302,13.4986750180679
"211","50247",92.9,21,2.3,32117,2199,2097,28,4,8,0,62,0,14.6052751250568,95.3615279672578,1.27330604820373,51555,4448,11.5906025179856
"212","52042",90.4,14,5.1,31667,1515,1437,2,0,20,0,1,55,20.9023102310231,94.8514851485149,0.132013201320132,43193,3578,12.0718278367803
"213","50585",94.1,18.7,1.2,30865,1152,1144,2,0,0,0,2,4,26.7925347222222,99.3055555555556,0.173611111111111,84300,7057,11.9455859430353
"214","50170",92.8,20.5,6.1,35527,2623,2588,0,0,7,0,0,28,13.5444147922226,98.6656500190621,0,61108,4837,12.6334504858383
"215","50849",92.4,17.3,2.1,31417,2556,2496,1,0,30,0,5,24,12.2914710485133,97.6525821596244,0.0391236306729265,135140,10874,12.4278094537429
"216","50122",89.7,21.2,3.4,37083,1462,1442,8,0,9,0,0,3,25.3645690834473,98.6320109439124,0.54719562243502,41272,4046,10.2006920415225
"217","52316",90.4,15.9,2.2,31680,1637,1600,0,0,0,0,0,37,19.3524740378742,97.7397678680513,0,46971,4913,9.56055363321799
"218","51101",77.9,3.4,27.2,16563,826,605,45,46,8,0,50,72,20.0520581113801,73.2445520581114,5.44794188861985,505121,27852,18.1358968835272
"219","51331",96.7,22.3,9.8,24632,1023,966,17,4,0,0,8,28,24.078201368524,94.4281524926686,1.66177908113392,403051,27152,14.8442472009428
"220","51579",92.4,21.2,3.4,32388,2395,2348,0,15,0,0,8,24,13.5231732776618,98.0375782881002,0,57198,4618,12.3858813339108
"221","52151",96.5,18.8,5.1,29913,1796,1757,2,3,15,0,0,19,16.6553452115813,97.8285077951002,0.111358574610245,104929,9105,11.5243272926963
"222","51241",89.3,27.2,2.9,35956,1658,1588,0,15,2,0,50,3,21.686369119421,95.7780458383595,0,216005,14131,15.2858962564574
"223","52161",90.8,15.8,1.8,30504,1536,1523,0,0,0,0,5,8,19.859375,99.1536458333333,0,34626,2612,13.2565084226646
"224","51004",92,14.3,3.4,29063,1114,1087,0,2,9,0,0,16,26.088868940754,97.5763016157989,0,103419,7005,14.7635974304069
"225","51534",93.6,27.7,3.3,35713,9430,9193,68,71,0,0,0,98,3.78716861081654,97.4867444326617,0.721102863202545,315366,24844,12.693849621639
"226","52772",93.8,16.8,5.1,34692,4791,4655,35,5,96,0,0,0,7.2410770194114,97.1613441870173,0.730536422458777,299399,24299,12.3214535577596
"227","50621",95.6,23.8,3.5,36250,1563,1560,0,0,3,0,0,0,23.19257837492,99.8080614203455,0,51340,4217,12.1745316575765
"228","50635",97.5,20.8,3.8,34261,1706,1679,21,4,0,0,0,2,20.0826494724502,98.4173505275498,1.23094958968347,33860,3247,10.4280874653526
"229","52208",89,17.4,4.2,30015,3098,3052,0,0,7,0,0,39,9.68850871530019,98.5151710781149,0,261209,19613,13.3181563248866
"230","52035",86.7,8.7,4.6,31996,1190,1182,2,0,0,0,0,6,26.8873949579832,99.327731092437,0.168067226890756,11777,988,11.92004048583
"231","51347",95.3,22.3,5.2,31536,1443,1428,0,0,2,0,1,12,21.8544698544699,98.960498960499,0,30636,2628,11.6575342465753
"232","52157",88.7,13.9,2.9,26250,1656,1605,2,21,9,0,0,19,15.8514492753623,96.9202898550725,0.120772946859903,16884,1135,14.8757709251101
"233","52162",77.1,11.7,4.5,28139,3375,3044,172,27,17,2,41,72,8.33748148148148,90.1925925925926,5.0962962962963,34262,3014,11.3676177836762
"234","51054",95.1,37.3,3.7,31297,5428,4941,2,76,136,0,7,266,5.76584377302874,91.0280029476787,0.0368459837877671,188072,14237,13.2100863946056
"235","52356",93.5,23.4,1.3,39806,2495,2396,20,0,8,0,5,66,15.9543086172345,96.0320641282565,0.801603206412826,84974,6474,13.1254247760272
"236","50135",92.9,12.9,4.9,30699,1770,1742,0,0,7,0,13,8,17.3440677966102,98.4180790960452,0,34523,2410,14.3248962655602
"237","50436",92.1,21.7,7.3,28580,5984,5630,89,3,111,0,18,133,4.77606951871658,94.0842245989305,1.48729946524064,516359,40535,12.7385962748242
"238","50248",92.8,33.7,3.3,35898,4506,4172,51,75,13,0,11,184,7.96671105193076,92.5876608965823,1.13182423435419,157223,13428,11.7085939827227
"239","50682",93.4,18.2,3.7,35947,1745,1691,0,0,15,0,0,39,20.6,96.9054441260745,0,71166,5253,13.5476870359794
"240","51461",92.4,14.9,5.9,31316,1026,950,1,10,16,0,4,45,30.5224171539961,92.5925925925926,0.0974658869395711,102784,7034,14.6124537958487
"241","50435",90.6,10.9,1.8,33140,702,689,0,0,4,2,0,7,47.2079772079772,98.1481481481482,0,136368,8977,15.1908209869667
"242","50046",96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10,29.3490364025696,98.5724482512491,0.428265524625268,25233,1986,12.7054380664653
"243","50665",94.1,21.6,2.1,32500,3002,2880,20,15,64,0,11,12,10.8261159227182,95.9360426382412,0.666222518321119,108863,9398,11.5836348159183
"244","51450",91,19.7,4.5,31217,1393,1371,18,0,0,0,4,0,22.4099066762383,98.4206748025844,1.2921751615219,184162,14254,12.9200224498386
"245","52653",85.8,12.1,5.6,30081,3413,3342,11,1,4,13,36,6,8.8136536771169,97.9197187225315,0.322297099326106,95922,8001,11.9887514060742
"246","52333",98.7,45.1,2.7,47134,6629,6418,43,0,47,0,65,56,7.1102730426912,96.8170161411978,0.64866495700709,173260,12401,13.9714539150069
"247","52565",91.7,16,4.6,30807,1943,1914,13,7,0,0,0,9,15.8553782810087,98.5074626865672,0.669068450849202,155749,11001,14.1577129351877
"248","52730",93.2,16,4.8,31375,4888,4772,0,0,0,0,0,116,6.41878068739771,97.6268412438625,0,87183,6193,14.0776683352172
"249","50225",93.1,17.3,2.5,35931,2895,2776,0,12,41,0,4,62,12.4113989637306,95.8894645941278,0,62987,4656,13.5281357388316
"250","50111",98.1,48.8,3,47065,12346,11647,2,35,324,0,0,338,3.81216588368702,94.3382472055727,0.0161995788109509,1078963,75403,14.3092847764678
"251","52154",83.7,11.1,5.1,31938,796,796,0,0,0,0,0,0,40.1231155778895,100,0,69096,4557,15.1626069782752
"252","51555",91.4,16.8,3.1,33750,5113,4958,0,21,24,0,0,110,6.60082143555642,96.9685116370037,0,207186,15891,13.0379460071739
"253","50707",86.6,10.4,5.2,25639,8648,7226,705,43,0,0,299,375,2.96473172987974,83.5568917668825,8.15217391304348,533759,39365,13.5592277403785
"254","52233",94.2,28.1,4.5,31497,7038,5783,801,0,155,15,0,284,4.47527706734868,82.1682296106848,11.381074168798,256050,19206,13.331771321462
"255","50648",97.3,18.9,5.8,35071,4599,4514,9,0,0,0,15,61,7.62578821482931,98.1517721243749,0.195694716242661,80854,6567,12.3121668950815
"256","52358",94.7,31.5,3,35723,3638,3488,18,0,11,0,44,77,9.81940626717977,95.8768554150632,0.494777350192413,69530,5715,12.1662292213473
"257","52033",91.8,19.3,2.6,34167,2961,2949,12,0,0,0,0,0,11.5390070921986,99.5947315096251,0.405268490374873,131650,10067,13.0773815436575
"258","50006",91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3,20.990157480315,97.1128608923885,0,93956,7037,13.3517123774336
"259","51046",93.6,17.7,7,32243,1690,1671,0,6,0,2,10,1,19.0786982248521,98.8757396449704,0,83760,7443,11.2535268037082
"260","50142",95.7,16.2,2.6,31467,988,919,14,0,6,0,13,36,31.8491902834008,93.0161943319838,1.417004048583,61304,4882,12.5571487095453
"261","51249",86.6,19.1,2.3,26910,3297,3123,6,0,21,0,111,36,8.16196542311192,94.722474977252,0.181983621474067,233323,18240,12.7918311403509
"262","52053",93.1,12.3,1.2,35550,1033,1027,0,0,0,0,0,6,34.4143272023233,99.4191674733785,0,83457,5712,14.6108193277311
"263","51109",79.7,9.9,2.1,26690,3107,2960,19,33,15,0,14,66,8.59028001287415,95.2687479884133,0.611522368844545,110357,8730,12.6411225658648
"264","52349",91.8,26.5,4.1,30789,7604,7501,25,0,32,0,0,46,4.04905312993161,98.6454497632825,0.328774329300368,303752,26113,11.6322138398499
"265","52571",94.4,15.2,4.4,29605,1632,1616,2,0,0,0,0,14,18.140318627451,99.0196078431373,0.122549019607843,55348,3519,15.7283319124751
"266","51041",95,36.7,1.5,22228,7593,6998,59,8,138,0,328,62,2.92743316212301,92.1638351112867,0.777031476359805,399051,29250,13.6427692307692
"267","50020",93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0,23.6853088480801,99.7495826377295,0,69026,5717,12.0738149379045
"268","51358",91.8,23.6,1.7,29044,1103,1073,0,0,7,6,0,17,26.3318223028105,97.2801450589302,0,33856,3152,10.741116751269
"269","50450",89.8,21.3,7.1,31796,2646,2549,0,69,0,0,7,21,12.0166288737717,96.334089191232,0,111630,8907,12.5328393398451
"270","52248",92.8,21.5,6.2,26728,1874,1839,0,0,17,0,0,18,14.2625400213447,98.1323372465315,0,21500,2066,10.406582768635
"271","52753",97.7,37.1,7.9,44260,5505,5195,93,24,15,0,23,155,8.03996366939146,94.3687556766576,1.68937329700272,495528,24390,20.3168511685117
"272","52553",96.1,19.5,7.3,27209,1860,1807,0,0,3,0,0,50,14.6284946236559,97.1505376344086,0,30030,2162,13.8899167437558
"273","52224",95,20.8,5.6,32692,1852,1815,0,7,16,0,0,14,17.6522678185745,98.0021598272138,0,38410,2936,13.0824250681199
"274","52214",94.8,20.8,3.2,37744,3642,3584,26,0,29,0,3,0,10.3635365183965,98.4074684239429,0.71389346512905,74771,6082,12.2938178230845
"275","52637",96.6,26.1,1.6,37321,2409,2349,28,0,4,0,0,28,15.4923204649232,97.5093399750934,1.16230801162308,109155,7900,13.8170886075949
"276","51529",88.4,15.4,0.2,30101,1833,1795,0,12,10,0,0,16,16.4217130387343,97.9268957992362,0,123587,8332,14.83281325012
"277","50846",92.5,10,6.1,30532,1054,1049,0,0,1,0,0,4,28.9677419354839,99.5256166982922,0,54523,4433,12.2993458154748
"278","50028",93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0,24.9186124082722,99.1994663108739,0,31418,2536,12.3888012618297
"279","50530",91.8,14.6,2.3,31989,1223,1197,0,3,0,0,4,19,26.1561733442355,97.8740801308258,0,58313,4233,13.7758091188283
"280","50864",90.5,17.7,4.3,25781,1950,1889,0,24,0,0,15,22,13.2210256410256,96.8717948717949,0,10869,873,12.4501718213058
"281","50249",92.4,18.4,4.9,33190,1154,1146,0,0,4,0,0,4,28.7608318890815,99.3067590987868,0,42077,3494,12.042644533486
"282","51240",89.9,24.9,0.4,29561,2180,2007,0,25,2,6,109,31,13.5600917431193,92.0642201834862,0,103173,7280,14.1721153846154
"283","51237",87.3,17.6,2.1,31404,1563,1523,0,0,3,0,28,9,20.0921305182342,97.4408189379399,0,37787,3171,11.9164301482182
"284","50162",96.4,18.5,3,31818,1297,1270,3,0,5,0,2,17,24.5319969159599,97.9182729375482,0.23130300693909,8616,731,11.7865937072503
"285","51535",90.5,21.4,6.3,26184,1910,1864,0,0,16,0,0,30,13.7089005235602,97.5916230366492,0,10945,1005,10.8905472636816
"286","52332",96.2,15.4,2.9,37471,2210,2141,15,0,0,0,0,54,16.9552036199095,96.8778280542986,0.678733031674208,82380,6571,12.5369045807335
"287","52726",92.3,30.6,1.4,45000,5300,5226,6,11,8,0,5,44,8.49056603773585,98.6037735849057,0.113207547169811,75133,6268,11.9867581365667
"288","52778",94,26.3,2.4,37535,4374,4337,7,0,0,0,4,26,8.58139003200732,99.1540923639689,0.160036579789666,77522,6693,11.5825489317197
"289","50226",98.6,44.8,2.2,52459,5919,5842,0,0,13,0,5,59,8.8628146646393,98.6991045784761,0,190399,13927,13.6712141882674
"290","52340",95.7,28.6,1.5,41105,2548,2244,38,0,31,0,129,106,16.1322605965463,88.0690737833595,1.49136577708006,69264,4949,13.9955546575066
"291","50210",91.8,16.8,2.3,40401,1633,1607,0,0,3,0,0,23,24.7403551745254,98.407838334354,0,31585,2322,13.6024978466839
"292","50075",89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8,36.9659224441833,90.599294947121,0,50688,3908,12.9703172978506
"293","50669",97.4,20.7,6.1,39076,2593,2555,0,0,7,0,0,31,15.0698033166217,98.5345160046278,0,34098,2892,11.7904564315353
"294","50069",92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30,28.0390964378801,97.2198088618593,0,73036,5463,13.3692110561962
"295","51559",96.6,20.8,2.3,34938,1642,1627,0,0,0,0,0,15,21.2777101096224,99.0864799025579,0,42487,3052,13.9210353866317
"296","50048",92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20,39.1645408163265,97.4489795918367,0,25446,1678,15.1644815256257
"297","50002",96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13,24.1480938416422,98.16715542522,0.293255131964809,43108,2755,15.6471869328494
"298","51577",93.4,15.7,3.4,31646,1210,1176,0,0,21,0,2,11,26.1537190082645,97.1900826446281,0,34582,2283,15.1476127901883
"299","50140",85.7,31.5,5.7,11190,3191,2874,162,34,16,14,20,71,3.50673769978063,90.0658100908806,5.0767784393607,71191,4868,14.6242810188989
"300","52213",95.7,24.1,2.4,36120,4019,3940,21,0,4,0,5,49,8.98731027618811,98.0343368997263,0.522518039313262,71366,6701,10.6500522310103
"301","52049",90.4,14.2,2.1,27219,1492,1479,2,1,0,0,0,10,18.2432975871314,99.1286863270778,0.134048257372654,6620,530,12.4905660377358
"302","51003",92.6,27.3,0.5,30345,1746,1632,9,0,6,0,79,20,17.3797250859107,93.4707903780069,0.515463917525773,78063,5970,13.0758793969849
"303","52324",97,13.6,2.5,41347,1871,1828,15,0,0,0,0,28,22.0988776055585,97.7017637626937,0.801710315339391,54675,3842,14.230869338886
"304","51055",96.3,23.8,2.6,31811,1578,1490,0,77,0,0,0,11,20.159062103929,94.4233206590621,0,71071,4949,14.3606789250354
"305","50324",94.5,47,6.4,37525,4980,4319,26,0,189,0,249,197,7.535140562249,86.7269076305221,0.522088353413655,58978,3941,14.9652372494291
"306","50424",92,26.3,3,31215,1414,1403,0,0,0,0,0,11,22.0756718528996,99.2220650636492,0,60520,5323,11.369528461394
"307","50438",96.1,27.1,0,32699,3964,3876,13,0,0,9,1,65,8.24899091826438,97.7800201816347,0.32795156407669,155221,13081,11.8661417322835
"308","50575",94.8,19.9,2.1,33846,1170,1128,27,5,0,0,0,10,28.9282051282051,96.4102564102564,2.30769230769231,4718,410,11.5073170731707
"309","52142",87.8,27,6.7,8244,1746,1470,125,0,79,0,28,44,4.72164948453608,84.192439862543,7.15922107674685,87150,6358,13.7071406102548
"310","50058",93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14,15.0517323208353,98.9084005695301,0,62558,4663,13.4158267209951
"311","52776",78.8,17.5,5.6,30736,4701,3985,6,0,114,12,354,230,6.53818336524144,84.7691980429696,0.127632418634333,168690,10271,16.4239119852011
"312","51248",89.7,15.5,2.7,30975,1782,1721,10,0,0,0,33,18,17.3821548821549,96.5768799102132,0.561167227833894,65609,5609,11.6970939561419
"313","51355",99.2,48.6,5.5,27333,843,804,0,0,23,0,0,16,32.423487544484,95.373665480427,0,29233,2192,13.3362226277372
"314","51575",98.5,37.2,0.8,42417,1670,1660,0,0,0,0,5,5,25.3994011976048,99.4011976047904,0,25501,1903,13.4004203888597
"315","51551",94.1,19.8,3,40050,1642,1633,1,4,0,0,4,0,24.3909866017052,99.4518879415347,0.0609013398294762,30048,2183,13.7645442052222
"316","50071",92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10,29.4378437843784,95.8195819581958,1.65016501650165,19936,1676,11.8949880668258
"317","50124",96,36,6.7,40875,3864,3800,19,0,45,0,0,0,10.5784161490683,98.343685300207,0.491718426501035,75758,5047,15.0105012878938
"318","50107",92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6,23.8413978494624,99.3727598566308,0,20096,1535,13.0918566775244
"319","50076",89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15,17.1081081081081,98.3658076681333,0.691389063482087,31792,2484,12.7987117552335
"320","50458",93.1,16.7,2.7,31138,2102,2055,10,0,0,0,2,35,14.81351094196,97.7640342530923,0.475737392959087,26940,2341,11.507902605724
"321","51001",88.2,16.4,3.3,29519,2397,2377,0,12,0,0,0,8,12.3149770546516,99.165623696287,0,31070,2495,12.4529058116232
"322","50541",93.9,14.6,6.3,31213,890,888,0,0,2,0,0,0,35.0707865168539,99.7752808988764,0,19495,1627,11.9821757836509
"323","52227",96.3,29.9,2.8,45085,3025,2931,5,0,18,0,7,64,14.904132231405,96.8925619834711,0.165289256198347,30647,2191,13.9876768598813
"324","50830",88.7,12.8,3.4,28611,1749,1730,2,6,7,0,0,4,16.3584905660377,98.9136649514008,0.114351057747284,31999,2394,13.3663324979114
"325","52069",90.6,13.5,2,30578,1637,1610,0,2,14,0,0,11,18.679291386683,98.3506414172266,0,10143,846,11.9893617021277
"326","50619",89,9.8,3.1,30407,2246,2223,10,0,0,0,0,13,13.5382902938557,98.9759572573464,0.445235975066785,40626,3454,11.7620150550087
"327","51462",93.6,13.6,8.5,26513,1005,976,0,0,5,0,0,24,26.3810945273632,97.1144278606965,0,20794,1530,13.5908496732026
"328","52037",94.3,19.6,3.3,32304,1118,1081,0,17,0,0,6,14,28.8944543828265,96.690518783542,0,11239,883,12.7281993204983
"329","51443",95.4,20.2,4.4,30185,1905,1883,17,5,0,0,0,0,15.8451443569554,98.8451443569554,0.89238845144357,28285,2130,13.2793427230047
"330","52352",86.6,17.4,2.3,40263,1668,1641,15,0,0,0,0,12,24.1384892086331,98.3812949640288,0.899280575539568,21135,1567,13.4875558391832
"331","50056",93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9,22.614119259767,97.8752570253598,0,39066,3032,12.8845646437995
"332","52345",90.9,21.7,2,44048,1472,1436,30,2,0,0,0,4,29.9239130434783,97.554347826087,2.03804347826087,34925,2702,12.9256106587713
"333","52728",85.1,2.2,3.7,30889,1093,1070,5,12,0,0,2,4,28.2607502287283,97.8956999085087,0.457456541628545,33458,2563,13.0542333203277
"334","50475",91.3,14.8,5.8,30159,1885,1867,0,0,4,0,4,10,15.9994694960212,99.0450928381963,0,24107,2081,11.5843344545891
"335","52625",95,14.8,3.4,29895,2568,2544,14,0,0,0,0,10,11.6413551401869,99.0654205607477,0.545171339563863,20303,1334,15.21964017991
"336","50542",92,12.7,1.9,35645,862,860,0,0,2,0,0,0,41.3515081206497,99.7679814385151,0,20179,1732,11.6506928406467
"337","50675",93.3,23.8,4.2,33042,2381,2350,0,0,6,3,3,19,13.8773624527509,98.6980260394792,0,95442,8152,11.7078017664377
"338","52306",93.2,20.4,1,33333,1661,1656,0,0,0,0,0,5,20.0680313064419,99.6989765201686,0,28108,1970,14.2680203045685
"339","51027",93.8,19.3,1,29833,1144,1080,2,4,2,0,0,56,26.0777972027972,94.4055944055944,0.174825174825175,16087,1075,14.9646511627907
"340","52747",93.9,22.4,1.1,36496,2233,2177,0,8,5,0,0,43,16.3439319301388,97.4921630094044,0,69461,5948,11.6780430396772
"341","51058",94.7,15.9,1.6,31912,903,884,4,0,10,3,0,2,35.3399778516058,97.8959025470653,0.44296788482835,40862,3265,12.5151607963247
"342","50602",91.7,16.4,2.3,32098,1684,1594,9,0,66,0,0,15,19.0605700712589,94.6555819477435,0.534441805225653,75212,6695,11.2340552651232
"343","51640",92.4,22.7,3.1,27898,1552,1522,0,5,0,0,0,25,17.9755154639175,98.0670103092783,0,20466,1378,14.8519593613933
"344","50598",97.7,14.7,2,30134,826,807,12,5,0,0,2,0,36.4818401937046,97.6997578692494,1.45278450363196,13344,973,13.7142857142857
"345","50244",98.2,37.7,1.2,37135,1923,1909,0,7,0,0,0,7,19.3109724388976,99.2719708788352,0,43410,3189,13.6124176857949
"346","50276",86.2,20,3.3,35750,3151,2796,98,0,0,0,7,250,11.3456045699778,88.73373532212,3.11012377023167,28494,2194,12.9872379216044
"347","52626",89.4,12.9,3.4,30735,1591,1509,0,0,0,0,0,82,19.3180389692018,94.8460087994972,0,27643,1998,13.8353353353353
"348","52751",97.6,17.9,2.7,36375,924,916,1,0,0,0,0,7,39.3668831168831,99.1341991341991,0.108225108225108,37275,2967,12.5631951466127
"349","52046",95.1,15.5,3.7,34080,2149,2141,0,0,0,0,5,3,15.8585388552815,99.6277338296882,0,29061,2306,12.6023417172593
"350","51247",89.4,19.7,2.5,26852,5223,5112,23,17,32,0,23,16,5.14110664369136,97.874784606548,0.440359946390963,128708,9055,14.2140254003313
"351","51561",87.4,12.6,1.9,35474,1288,1241,19,4,9,0,0,15,27.5419254658385,96.3509316770186,1.47515527950311,95733,6414,14.9256314312442
"352","50540",89.2,15.8,3.4,27500,798,778,2,0,0,2,0,16,34.4611528822055,97.4937343358396,0.25062656641604,14929,1152,12.9592013888889
"353","50161",96.8,28.2,3.6,40822,1738,1708,0,0,21,0,0,9,23.487917146145,98.2738780207135,0,31442,2481,12.6731156791616
"354","50261",96.9,36.4,1.2,39846,2487,2443,0,0,15,18,0,11,16.021712907117,98.2308001608364,0,18148,1379,13.1602610587382
"355","50251",93.7,14.7,3.7,29091,1322,1212,27,0,0,0,0,83,22.0052950075643,91.679273827534,2.04236006051437,14403,969,14.8637770897833
"356","51510",90.2,17.4,8.7,31875,3765,3548,102,26,0,0,14,75,8.46613545816733,94.2363877822045,2.70916334661355,76234,5238,14.5540282550592
"357","50590",91.7,14.3,0.6,25739,920,860,0,19,12,0,16,13,27.9771739130435,93.4782608695652,0,47254,3862,12.2356292076644
"358","50130",95.7,29.3,0.6,40175,1661,1638,20,0,3,0,0,0,24.1872366044551,98.6152919927754,1.20409391932571,28802,2822,10.2062367115521
"359","50228",94.2,26.9,1.9,35200,2673,2611,9,0,3,20,2,28,13.1687242798354,97.6805087916199,0.336700336700337,22182,1913,11.5953998954522
"360","50680",94.9,20,5.4,35173,1357,1331,0,0,3,0,0,23,25.9196757553427,98.0840088430361,0,18058,1661,10.8717639975918
"361","52068",94.6,32.6,2.6,36960,4403,4215,95,1,14,0,0,78,8.39427662957075,95.7301839654781,2.15761980467863,32478,2221,14.6231427285007
"362","50033",90.5,0,3,28958,41,40,0,1,0,0,0,0,706.292682926829,97.5609756097561,0,36263,2593,13.9849595063633
"363","52207",96.8,18.4,2.4,32216,449,448,0,0,0,0,0,1,71.750556792873,99.7772828507795,0,28270,2285,12.3719912472648
"364","50035",94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58,6.63319110027431,97.8665041145992,0,82743,5926,13.962706716166
"365","50628",83.4,11,5.3,27917,1346,1344,0,0,0,0,0,2,20.7407132243685,99.851411589896,0,75488,5982,12.6191909060515
"366","50643",98.7,32.4,4.5,41840,2573,2551,0,0,11,0,11,0,16.2611737271667,99.1449669646327,0,31974,2249,14.2169853268119
