"","city","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black"
"419","Ottumwa","Gin",48704,3898,83.9,16.5,7.4,25827,24709,21712,781,19,313,70,1434,380,1.04524667125339,87.8708163017524,3.16079161439152
"420","Ottumwa","Amaretto",8441,802,83.9,16.5,7.4,25827,24709,21712,781,19,313,70,1434,380,1.04524667125339,87.8708163017524,3.16079161439152
"421","Marshalltown","Vodka",573493,53077,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"422","Marshalltown","Misc",248326,15064,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"423","Marshalltown","Amaretto",9047,913,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"424","Marshalltown","Whisky",1034709,63752,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"425","Marshalltown","Brandy",136363,6713,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"426","Marshalltown","Rum",337545,24477,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"427","Marshalltown","Schnapps",104914,8199,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"428","Marshalltown","Tequila",190658,8956,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"429","Marshalltown","Distilled Spirits",20345,1933,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"430","Marshalltown","Gin",73943,5965,79.7,19.5,7.1,27243,27637,21427,460,93,1238,15,3550,854,0.985743749321562,77.5301226616492,1.66443535839635
"431","Altoona","Distilled Spirits",11623,501,94.5,31.2,4.7,40522,16692,16026,122,13,189,0,7,335,2.42763000239636,96.0100647016535,0.730889048646058
"432","Osceola","Misc",44648,2702,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"433","Osceola","Whisky",241498,15847,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"434","Osceola","Brandy",11937,835,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"435","Osceola","Rum",81071,5748,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"436","Osceola","Vodka",111002,10968,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"437","Osceola","Tequila",35324,2359,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"438","Osceola","Distilled Spirits",4041,188,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"439","Osceola","Gin",11345,1030,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"440","Osceola","Amaretto",2515,232,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"441","Osceola","Schnapps",21115,1815,87.2,17.2,5.5,28269,4992,4633,4,0,61,0,139,155,5.66286057692308,92.8084935897436,0.0801282051282051
"442","Chariton","Vodka",75040,6887,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"443","Chariton","Misc",36050,2168,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"444","Chariton","Whisky",160687,10395,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"445","Chariton","Brandy",7262,583,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"446","Chariton","Rum",48343,3524,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"447","Chariton","Tequila",13575,898,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"448","Chariton","Distilled Spirits",3021,136,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"449","Chariton","Gin",6138,521,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"450","Chariton","Amaretto",1303,99,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"451","Chariton","Schnapps",18500,1473,90.2,14.5,5.6,27863,4219,4115,7,0,0,0,0,97,6.60417160464565,97.5349608912065,0.165916093861105
"452","Creston","Misc",81314,4657,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"453","Creston","Whisky",400481,25886,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"454","Creston","Rum",115700,8396,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"455","Creston","Brandy",16488,1418,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"456","Creston","Tequila",39844,2767,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"457","Creston","Gin",20680,1884,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"458","Creston","Vodka",160242,16542,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"459","Creston","Distilled Spirits",5071,235,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"460","Creston","Amaretto",7491,792,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"461","Creston","Schnapps",39779,3302,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69,3.33172527612035,96.3437857052177,1.54881299987305
"462","Davenport","Misc",1134471,64680,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"463","Davenport","Whisky",3986840,224943,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"464","Davenport","Gin",445525,34343,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"465","Davenport","Vodka",3402719,286791,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"466","Davenport","Rum",1549406,111628,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"467","Davenport","Brandy",944093,41487,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"468","Davenport","Tequila",1083070,60932,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"469","Davenport","Schnapps",579679,41212,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"470","Davenport","Amaretto",55881,5380,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"471","Davenport","Distilled Spirits",70042,6111,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311,0.295928840232638,81.423195347246,11.4305263672352
"472","Estherville","Misc",46289,2826,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"473","Estherville","Whisky",211886,15471,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"474","Estherville","Brandy",10941,769,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"475","Estherville","Rum",113016,8278,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"476","Estherville","Vodka",117535,12985,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"477","Estherville","Tequila",25339,1412,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"478","Estherville","Distilled Spirits",3402,151,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"479","Estherville","Gin",7734,768,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"480","Estherville","Amaretto",2165,247,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"481","Estherville","Schnapps",24879,1933,88,20.4,6.5,25433,6027,5746,120,13,27,11,42,68,4.21984403517505,95.3376472540236,1.99104031856645
"482","Mount Pleasant","Misc",99507,5203,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"483","Mount Pleasant","Tequila",47377,3100,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"484","Mount Pleasant","Whisky",391370,24298,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"485","Mount Pleasant","Vodka",232506,21220,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"486","Mount Pleasant","Brandy",39222,2340,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"487","Mount Pleasant","Schnapps",52435,3928,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"488","Mount Pleasant","Rum",132003,9054,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"489","Mount Pleasant","Distilled Spirits",8180,354,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"490","Mount Pleasant","Gin",24161,2116,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"491","Mount Pleasant","Amaretto",2498,293,91.8,18.6,2.8,26229,8491,7315,385,39,472,0,73,207,3.08903544929926,86.1500412201154,4.53421269579555
"492","Albia","Misc",26994,1641,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"493","Albia","Rum",41917,2808,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"494","Albia","Whisky",127516,8813,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"495","Albia","Gin",4293,370,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"496","Albia","Vodka",52790,5097,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"497","Albia","Brandy",6182,453,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"498","Albia","Tequila",11043,724,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"499","Albia","Amaretto",1542,176,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"500","Albia","Schnapps",14405,1077,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"501","Albia","Distilled Spirits",1713,84,83.9,18.6,4.9,31408,3795,3620,5,0,11,0,118,41,8.27615283267457,95.3886693017128,0.131752305665349
"502","Spencer","Misc",124469,7804,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"503","Spencer","Tequila",57679,3811,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"504","Spencer","Vodka",305752,31635,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"505","Spencer","Whisky",599154,45242,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"506","Spencer","Brandy",35779,2903,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"507","Spencer","Rum",213144,16539,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"508","Spencer","Amaretto",6718,712,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"509","Spencer","Schnapps",52759,3956,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"510","Spencer","Distilled Spirits",16864,1687,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"511","Spencer","Gin",36639,2960,93.4,21.5,3.6,30011,11172,10617,47,4,0,0,192,312,2.68626924453992,95.0322234156821,0.420694593626924
"512","Knoxville","Misc",70690,4259,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"513","Knoxville","Whisky",301763,19600,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"514","Knoxville","Brandy",17357,1275,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"515","Knoxville","Rum",132463,9764,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"516","Knoxville","Vodka",171504,16418,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"517","Knoxville","Schnapps",32721,2458,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"518","Knoxville","Tequila",39944,2455,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"519","Knoxville","Distilled Spirits",11202,794,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"520","Knoxville","Gin",15323,1243,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"521","Knoxville","Amaretto",3663,401,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136,3.64317302377004,96.0060807075732,0.525152017689331
"522","Muscatine","Misc",268681,16099,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"523","Muscatine","Whisky",897717,53908,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"524","Muscatine","Brandy",63424,4277,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"525","Muscatine","Rum",420979,30156,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"526","Muscatine","Vodka",588860,56239,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"527","Muscatine","Schnapps",132058,10083,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"528","Muscatine","Tequila",159933,9703,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"529","Muscatine","Distilled Spirits",15473,750,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"530","Muscatine","Gin",63699,5220,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"531","Muscatine","Amaretto",10617,1093,85.9,19.6,5.1,30046,23909,21266,732,33,301,0,731,846,1.25668158434062,88.945585344431,3.06160859927224
"532","Charles City","Misc",82031,4845,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"533","Charles City","Vodka",185119,18694,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"534","Charles City","Tequila",47353,3015,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"535","Charles City","Whisky",330458,23726,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"536","Charles City","Brandy",55284,2897,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"537","Charles City","Rum",137225,9735,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"538","Charles City","Amaretto",5217,631,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"539","Charles City","Distilled Spirits",2872,130,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"540","Charles City","Gin",17048,1506,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"541","Charles City","Schnapps",64939,5131,85.3,21,3.3,23003,7496,6760,247,65,245,0,37,142,3.06870330843116,90.1814300960512,3.29509071504803
"542","Grinnell","Misc",83768,4527,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"543","Grinnell","Whisky",395240,24638,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"544","Grinnell","Gin",31114,2351,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"545","Grinnell","Vodka",212289,19623,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"546","Grinnell","Rum",127350,9207,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"547","Grinnell","Brandy",23705,1710,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"548","Grinnell","Tequila",49932,3231,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"549","Grinnell","Amaretto",3703,387,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"550","Grinnell","Schnapps",33394,2402,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"551","Grinnell","Distilled Spirits",4850,238,93.4,31.1,4.1,16878,9112,8272,294,15,365,5,24,137,1.85228270412643,90.7813871817384,3.22651448639157
"552","Washington","Rum",160095,11301,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"553","Washington","Whisky",480771,29987,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"554","Washington","Gin",25984,1975,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"555","Washington","Vodka",202383,17454,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"556","Washington","Misc",112227,6009,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"557","Washington","Brandy",27811,1759,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"558","Washington","Tequila",55468,3166,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"559","Washington","Amaretto",3976,440,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"560","Washington","Schnapps",61766,4778,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"561","Washington","Distilled Spirits",7211,673,91.5,17.8,6.7,23673,7368,6841,145,46,58,11,153,114,3.21294788273616,92.8474484256243,1.96796959826276
"562","Fort Madison","Misc",99121,5190,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"563","Fort Madison","Whisky",410538,26416,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"564","Fort Madison","Vodka",223387,22018,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"565","Fort Madison","Brandy",42415,2584,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"566","Fort Madison","Distilled Spirits",4453,210,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"567","Fort Madison","Gin",19499,1810,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"568","Fort Madison","Rum",131282,9844,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"569","Fort Madison","Tequila",53254,2867,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"570","Fort Madison","Amaretto",2489,250,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"571","Fort Madison","Schnapps",64939,4898,92.3,11.8,8.2,28808,10769,10087,334,0,44,0,16,288,2.67508589469774,93.6670071501532,3.1014950320364
"572","Algona","Misc",87003,5355,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"573","Algona","Whisky",408881,30645,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"574","Algona","Vodka",162468,15423,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"575","Algona","Brandy",23793,1961,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"576","Algona","Rum",150326,11255,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"577","Algona","Tequila",40632,2977,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"578","Algona","Distilled Spirits",7122,608,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"579","Algona","Gin",15826,1249,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"580","Algona","Amaretto",4269,486,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"581","Algona","Schnapps",48546,3812,94.4,24.2,0.7,34392,5496,5431,6,0,15,0,11,33,6.25764192139738,98.8173216885007,0.109170305676856
"582","Johnston","Misc",107804,6936,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"583","Johnston","Whisky",441035,24496,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"584","Johnston","Rum",159502,11001,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"585","Johnston","Brandy",23027,1455,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"586","Johnston","Vodka",360300,29370,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"587","Johnston","Tequila",67081,4892,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"588","Johnston","Gin",41965,2800,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"589","Johnston","Amaretto",4992,439,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"590","Johnston","Schnapps",25719,1900,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"591","Johnston","Distilled Spirits",4831,214,96.6,56.7,3.8,58077,19491,17976,403,14,760,52,19,267,2.97968293058335,92.2271817762044,2.06762095326048
"592","Atlantic","Tequila",53687,3635,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"593","Atlantic","Misc",101436,5471,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"594","Atlantic","Whisky",454152,30570,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"595","Atlantic","Rum",137736,10158,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"596","Atlantic","Vodka",186212,18284,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"597","Atlantic","Distilled Spirits",6561,310,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"598","Atlantic","Gin",21140,1892,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"599","Atlantic","Brandy",12981,1043,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
"600","Atlantic","Amaretto",2578,262,88,21.1,1.9,25953,6817,6627,21,46,30,23,15,55,3.80709989731553,97.2128502273728,0.30805339592196
