"","zipcode","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","income_per_capita","prop_white","prop_black"
"691","52627","Whisky",410538,26416,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"692","52627","Vodka",223387,22018,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"693","52627","Brandy",42415,2584,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"694","52627","Distilled Spirits",4453,210,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"695","52627","Gin",19499,1810,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"696","52627","Rum",131282,9844,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"697","52627","Tequila",53254,2867,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"698","52627","Amaretto",2489,250,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"699","52627","Schnapps",64939,4898,92.5,13.3,8.5,29992,13103,12335,334,0,44,0,58,332,2.28894146378692,94.138746851866,2.54903457223537
"700","50511","Misc",87003,5355,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"701","50511","Whisky",408881,30645,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"702","50511","Vodka",162468,15423,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"703","50511","Brandy",23793,1961,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"704","50511","Rum",150326,11255,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"705","50511","Tequila",40632,2977,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"706","50511","Distilled Spirits",7122,608,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"707","50511","Gin",15826,1249,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"708","50511","Amaretto",4269,486,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"709","50511","Schnapps",48546,3812,95.3,24.4,0.9,33404,7184,7024,6,0,69,0,43,42,4.64977728285078,97.7728285077951,0.0835189309576837
"710","50131","Misc",107804,6936,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"711","50131","Whisky",441035,24496,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"712","50131","Rum",159502,11001,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"713","50131","Brandy",23027,1455,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"714","50131","Vodka",360300,29370,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"715","50131","Tequila",67081,4892,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"716","50131","Gin",41965,2800,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"717","50131","Amaretto",4992,439,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"718","50131","Schnapps",25719,1900,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"719","50131","Distilled Spirits",4831,214,96.7,56.8,3.9,55596,19683,18181,403,14,747,52,19,267,2.82456942539247,92.3690494335213,2.04745211603922
"720","50022","Tequila",53687,3635,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"721","50022","Misc",101436,5471,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"722","50022","Whisky",454152,30570,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"723","50022","Rum",137736,10158,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"724","50022","Vodka",186212,18284,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"725","50022","Distilled Spirits",6561,310,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"726","50022","Gin",21140,1892,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"727","50022","Brandy",12981,1043,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"728","50022","Amaretto",2578,262,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"729","50022","Schnapps",36294,2876,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57,3.38451153657339,97.4717722140403,0.429553264604811
"730","51401","Misc",153454,8660,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"731","51401","Whisky",868195,61692,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"732","51401","Brandy",26627,1937,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"733","51401","Rum",432194,30582,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"734","51401","Vodka",341719,30161,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"735","51401","Tequila",74491,4522,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"736","51401","Distilled Spirits",27100,3281,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"737","51401","Gin",28575,2285,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"738","51401","Amaretto",9582,1204,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"739","51401","Schnapps",77124,5684,92.4,23.5,1.5,31936,11900,11404,269,0,0,0,70,157,2.6836974789916,95.8319327731092,2.26050420168067
"740","51106","Misc",345379,19033,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"741","51106","Amaretto",16679,1391,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"742","51106","Whisky",1278518,83304,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"743","51106","Rum",477455,33577,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"744","51106","Tequila",254542,15934,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"745","51106","Vodka",627692,53845,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"746","51106","Distilled Spirits",23387,2290,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"747","51106","Gin",61359,4109,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"748","51106","Brandy",94631,5375,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"749","51106","Schnapps",181817,12068,91.9,26.1,4.7,28798,26012,24242,491,85,367,17,262,548,1.10710441334769,93.1954482546517,1.88759034291865
"750","51442","Misc",84709,4868,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"751","51442","Tequila",72701,3682,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"752","51442","Whisky",460831,33369,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"753","51442","Brandy",30536,1929,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"754","51442","Vodka",182684,17771,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"755","51442","Rum",189255,13606,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"756","51442","Schnapps",63509,4781,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"757","51442","Distilled Spirits",11069,1272,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"758","51442","Gin",17735,1528,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"759","51442","Amaretto",4893,502,69,10.7,6.8,28239,9908,8951,244,192,31,4,276,210,2.85012111425111,90.3411384739604,2.46265643924102
"760","51012","Misc",57580,3829,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"761","51012","Tequila",26964,1510,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"762","51012","Whisky",290255,21623,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"763","51012","Brandy",19053,1505,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"764","51012","Rum",100444,6985,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"765","51012","Distilled Spirits",7517,798,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"766","51012","Gin",17069,1433,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"767","51012","Vodka",112432,11275,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"768","51012","Amaretto",1817,229,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"769","51012","Schnapps",35763,2536,88.7,17.7,3.5,27833,6335,6146,64,51,29,0,15,30,4.39352801894238,97.0165745856354,1.01026045777427
"770","52241","Misc",502356,26859,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"771","52241","Whisky",1812350,84017,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"772","52241","Brandy",180339,7515,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"773","52241","Rum",543617,37057,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"774","52241","Vodka",1290453,92663,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"775","52241","Schnapps",149585,9936,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"776","52241","Tequila",419865,23814,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"777","52241","Gin",213464,12520,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"778","52241","Amaretto",22690,1480,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"779","52241","Distilled Spirits",11553,543,95.5,55.5,2.8,35895,20107,15466,2270,9,1846,0,333,183,1.78519918436365,76.9184860993684,11.2896006365942
"780","52577","Misc",104526,6300,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"781","52577","Vodka",265644,25400,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"782","52577","Whisky",452791,27758,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"783","52577","Distilled Spirits",13900,1267,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"784","52577","Gin",24035,1985,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"785","52577","Rum",162188,11737,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"786","52577","Brandy",35986,2497,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"787","52577","Tequila",59290,3939,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"788","52577","Amaretto",7385,783,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"789","52577","Schnapps",59708,4697,91,25.7,6.5,30104,15180,14466,283,14,232,0,80,105,1.98313570487484,95.296442687747,1.86429512516469
"790","52556","Gin",21218,1556,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"791","52556","Misc",71499,4118,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"792","52556","Whisky",307302,17641,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"793","52556","Rum",125181,9091,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"794","52556","Brandy",17039,1102,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"795","52556","Vodka",178949,16470,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"796","52556","Schnapps",31685,2481,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"797","52556","Tequila",45192,2406,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"798","52556","Distilled Spirits",5203,234,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"799","52556","Amaretto",3710,360,95.5,38.8,7,21506,13433,10702,1006,0,802,0,372,551,1.60098265465644,79.6694707064691,7.4890195786496
"800","50595","Misc",56268,3967,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"801","50595","Whisky",276170,20520,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"802","50595","Brandy",29862,1745,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"803","50595","Rum",93975,6889,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"804","50595","Vodka",143920,15565,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"805","50595","Schnapps",28597,2194,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"806","50595","Tequila",38052,2577,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"807","50595","Distilled Spirits",3115,164,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"808","50595","Gin",12540,1153,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"809","50595","Amaretto",2129,238,91,21.2,2.7,31414,9125,8407,72,0,364,0,269,13,3.4426301369863,92.1315068493151,0.789041095890411
"810","52722","Misc",552423,29876,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"811","52722","Whisky",1550919,76875,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"812","52722","Tequila",433878,22050,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"813","52722","Vodka",1304133,99918,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"814","52722","Rum",588841,41913,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"815","52722","Brandy",69176,4090,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"816","52722","Schnapps",290953,19110,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"817","52722","Distilled Spirits",9208,437,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"818","52722","Gin",184589,12104,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"819","52722","Amaretto",22200,2181,97.3,48.4,4.2,42467,36393,32334,1198,122,1838,0,411,490,1.16690022806584,88.8467562443327,3.29184183771604
"820","51031","Misc",119371,6620,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"821","51031","Whisky",519089,35579,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"822","51031","Brandy",30911,2628,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"823","51031","Rum",218329,15011,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"824","51031","Vodka",226007,19487,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"825","51031","Tequila",74429,5181,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"826","51031","Distilled Spirits",5500,286,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"827","51031","Gin",24907,1891,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"828","51031","Amaretto",4279,411,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"829","51031","Schnapps",74943,5811,90.9,19.5,3.6,36519,12130,11246,87,44,79,42,434,198,3.01063478977741,92.7122835943941,0.717230008244023
"830","50548","Misc",52570,3473,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"831","50548","Tequila",27405,1941,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"832","50548","Whisky",249570,18585,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"833","50548","Brandy",12867,1149,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"834","50548","Rum",98193,7061,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"835","50548","Gin",7677,706,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"836","50548","Vodka",110381,11300,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"837","50548","Distilled Spirits",2495,115,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"838","50548","Amaretto",3261,367,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"839","50548","Schnapps",27552,1864,94.1,24.9,3,30277,5659,5489,42,12,22,0,4,90,5.35023855804913,96.9959356776816,0.742180597278671
"840","50220","Vodka",124721,13042,80.4,14.3,2.4,26177,9140,8103,171,9,104,0,558,195,2.86400437636761,88.6542669584245,1.87089715536105
"841","50220","Gin",9682,859,80.4,14.3,2.4,26177,9140,8103,171,9,104,0,558,195,2.86400437636761,88.6542669584245,1.87089715536105
"842","50220","Brandy",13233,1059,80.4,14.3,2.4,26177,9140,8103,171,9,104,0,558,195,2.86400437636761,88.6542669584245,1.87089715536105
"843","50220","Tequila",35876,2041,80.4,14.3,2.4,26177,9140,8103,171,9,104,0,558,195,2.86400437636761,88.6542669584245,1.87089715536105
"844","50220","Amaretto",1431,128,80.4,14.3,2.4,26177,9140,8103,171,9,104,0,558,195,2.86400437636761,88.6542669584245,1.87089715536105
"845","50220","Distilled Spirits",3238,160,80.4,14.3,2.4,26177,9140,8103,171,9,104,0,558,195,2.86400437636761,88.6542669584245,1.87089715536105
"846","51501","Misc",568301,30934,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"847","51501","Whisky",1896895,105167,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"848","51501","Vodka",1061322,92050,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"849","51501","Rum",686544,48053,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"850","51501","Brandy",139019,7263,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"851","51501","Schnapps",275186,18064,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"852","51501","Tequila",360272,18706,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"853","51501","Distilled Spirits",43550,4757,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"854","51501","Gin",115294,7845,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"855","51501","Amaretto",28638,2685,84.1,11.4,5.8,28355,34774,31530,758,178,357,5,1040,906,0.815408063495715,90.6711911198022,2.17978949790073
"856","52807","Misc",581539,33319,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"857","52807","Vodka",1420025,114653,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"858","52807","Brandy",185469,9271,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"859","52807","Whisky",1889138,101959,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"860","52807","Amaretto",34539,3147,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"861","52807","Tequila",457964,28907,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"862","52807","Rum",670079,47869,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"863","52807","Schnapps",217854,15078,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"864","52807","Distilled Spirits",32483,2897,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"865","52807","Gin",207928,14720,93.9,42.6,3.1,33750,15054,12757,1497,15,347,0,215,223,2.24192905540056,84.7415969177627,9.94420087684336
"866","52732","Misc",277511,18361,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"867","52732","Whisky",693546,41960,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"868","52732","Vodka",586745,53848,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"869","52732","Brandy",122371,6421,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"870","52732","Rum",415866,31085,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"871","52732","Tequila",201511,13107,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"872","52732","Distilled Spirits",10297,617,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"873","52732","Gin",56447,4918,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"874","52732","Amaretto",14577,1649,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"875","52732","Schnapps",222961,15637,90,19.4,5.4,27399,27424,25003,1270,91,203,0,147,710,0.999088389731622,91.1719661610268,4.63098016336056
"876","50266","Vodka",1649607,116971,96.2,61.1,2.7,47232,27651,23680,909,22,2082,51,450,457,1.70814798741456,85.6388557375863,3.28740371053488
"877","50266","Misc",566588,28157,96.2,61.1,2.7,47232,27651,23680,909,22,2082,51,450,457,1.70814798741456,85.6388557375863,3.28740371053488
